nct_id,modeltype,spec,term,ref,estimate,std.error,statistic,p.value,lci,uci
NCT01169779,cox,int,glp1:age10,placebo,1.211,0.4,3.028,0.002,0.427,1.995
NCT01632163,cox,int,glp1,placebo,1.461,2.446,0.597,0.55,-3.334,6.255
NCT01632163,cox,int,sex,placebo,-0.159,0.485,-0.327,0.744,-1.109,0.792
NCT01632163,cox,int,age10,placebo,0.086,0.271,0.317,0.751,-0.445,0.617
NCT01632163,cox,int,glp1:sex,placebo,-0.453,0.83,-0.546,0.585,-2.078,1.173
NCT01632163,cox,int,glp1:age10,placebo,-0.352,0.436,-0.808,0.419,-1.208,0.503
NCT01768559,cox,int,glp1,insulin,-0.398,1.972,-0.202,0.84,-4.264,3.468
NCT01768559,cox,int,sex,insulin,0.647,0.387,1.671,0.095,-0.112,1.407
NCT01768559,cox,int,age10,insulin,0.141,0.217,0.648,0.517,-0.285,0.566
NCT01768559,cox,int,glp1:sex,insulin,-1.08,0.546,-1.978,0.048,-2.15,-0.01
NCT01768559,cox,int,glp1:age10,insulin,0.271,0.316,0.857,0.392,-0.349,0.892
NCT01798706,cox,int,glp1,placebo,-1.105,5.938,-0.186,0.852,-12.742,10.533
NCT01798706,cox,int,sex,placebo,0.378,0.457,0.828,0.408,-0.517,1.273
NCT01798706,cox,int,age10,placebo,0.358,0.553,0.649,0.517,-0.725,1.442
NCT01798706,cox,int,glp1:sex,placebo,-1.646,0.734,-2.243,0.025,-3.083,-0.208
NCT01798706,cox,int,glp1:age10,placebo,0.221,0.789,0.28,0.779,-1.326,1.768
NCT00286429,cox,int,dpp4,placebo,0.369,0.828,0.446,0.656,-1.254,1.993
NCT00286429,cox,int,sex,placebo,-0.311,0.243,-1.28,0.201,-0.786,0.165
NCT00286429,cox,int,age10,placebo,-0.112,0.114,-0.985,0.325,-0.335,0.111
NCT00286429,cox,int,dpp4:sex,placebo,0.211,0.324,0.651,0.515,-0.425,0.847
NCT00286429,cox,int,dpp4:age10,placebo,-0.193,0.152,-1.272,0.203,-0.49,0.104
NCT00286442,cox,int,dpp4,placebo,-0.343,1.188,-0.289,0.773,-2.671,1.985
NCT00286442,cox,int,sex,placebo,-0.516,0.369,-1.399,0.162,-1.239,0.207
NCT00286442,cox,int,age10,placebo,0.013,0.173,0.078,0.938,-0.326,0.353
NCT00286442,cox,int,dpp4:sex,placebo,0.54,0.439,1.232,0.218,-0.319,1.4
NCT00286442,cox,int,dpp4:age10,placebo,-0.1,0.207,-0.483,0.629,-0.506,0.306
NCT00286455,cox,int,dpp4,placebo,0.003,1.304,0.002,0.998,-2.552,2.558
NCT00286455,cox,int,sex,placebo,-0.12,0.418,-0.287,0.774,-0.938,0.699
NCT00286455,cox,int,age10,placebo,-0.274,0.208,-1.32,0.187,-0.682,0.133
NCT00286455,cox,int,dpp4:sex,placebo,-0.007,0.511,-0.013,0.99,-1.009,0.996
NCT00286455,cox,int,dpp4:age10,placebo,-0.167,0.248,-0.671,0.502,-0.653,0.32
NCT00286468,cox,int,dpp4,placebo,1.835,1.11,1.653,0.098,-0.341,4.011
NCT00286468,cox,int,sex,placebo,0.104,0.332,0.314,0.753,-0.546,0.755
NCT00286468,cox,int,age10,placebo,0.054,0.174,0.31,0.757,-0.287,0.394
NCT00286468,cox,int,dpp4:sex,placebo,-0.832,0.391,-2.127,0.033,-1.599,-0.065
NCT00286468,cox,int,dpp4:age10,placebo,-0.352,0.193,-1.823,0.068,-0.73,0.027
NCT00286494,cox,int,dpp4,placebo,2.782,1.337,2.081,0.037,0.162,5.402
NCT00286494,cox,int,sex,placebo,0.031,0.416,0.074,0.941,-0.785,0.846
NCT00286494,cox,int,age10,placebo,0.256,0.198,1.293,0.196,-0.132,0.644
NCT00286494,cox,int,dpp4:sex,placebo,-0.249,0.473,-0.527,0.598,-1.177,0.678
NCT00286494,cox,int,dpp4:age10,placebo,-0.521,0.228,-2.28,0.023,-0.968,-0.073
NCT00707993,cox,int,dpp4,sulf,-0.905,2.689,-0.337,0.736,-6.176,4.365
NCT00707993,cox,int,sex,sulf,0.071,0.208,0.341,0.733,-0.337,0.479
NCT00707993,cox,int,age10,sulf,-0.409,0.285,-1.437,0.151,-0.968,0.149
NCT00707993,cox,int,dpp4:sex,sulf,0.081,0.297,0.273,0.785,-0.501,0.663
NCT00707993,cox,int,dpp4:age10,sulf,0.11,0.386,0.285,0.775,-0.647,0.868
NCT00856284,cox,int,dpp4,sulf,-0.078,0.355,-0.22,0.826,-0.774,0.618
NCT00856284,cox,int,sex,sulf,-0.117,0.095,-1.232,0.218,-0.302,0.069
NCT00856284,cox,int,age10,sulf,-0.07,0.051,-1.374,0.17,-0.17,0.03
NCT00856284,cox,int,dpp4:sex,sulf,0.137,0.118,1.161,0.246,-0.094,0.369
NCT00856284,cox,int,dpp4:age10,sulf,-0.03,0.063,-0.483,0.629,-0.154,0.093
NCT01023581,cox,int,biguanide,placebo,0.953,1.321,0.722,0.471,-1.636,3.542
NCT01023581,cox,int,dpp4,placebo,-0.027,1.257,-0.021,0.983,-2.491,2.437
NCT01023581,cox,int,sex,placebo,-0.13,0.356,-0.365,0.715,-0.828,0.568
NCT01023581,cox,int,age10,placebo,0.03,0.186,0.16,0.873,-0.335,0.395
NCT01023581,cox,int,biguanide:sex,placebo,-0.003,0.493,-0.006,0.995,-0.969,0.963
NCT01023581,cox,int,dpp4:sex,placebo,0.731,0.444,1.648,0.099,-0.138,1.601
NCT01023581,cox,int,biguanide:age10,placebo,-0.304,0.245,-1.24,0.215,-0.785,0.177
NCT01023581,cox,int,dpp4:age10,placebo,-0.078,0.231,-0.336,0.737,-0.531,0.376
NCT01289119,cox,int,dpp4,placebo,0.677,1.728,0.392,0.695,-2.709,4.064
NCT01289119,cox,int,sex,placebo,-0.324,0.442,-0.732,0.464,-1.19,0.542
NCT01289119,cox,int,age10,placebo,-0.202,0.227,-0.887,0.375,-0.648,0.244
NCT01289119,cox,int,dpp4:sex,placebo,0.604,0.655,0.923,0.356,-0.679,1.887
NCT01289119,cox,int,dpp4:age10,placebo,-0.239,0.319,-0.75,0.453,-0.864,0.385
NCT01632007,cox,int,dpp4,placebo,11.664,4691.853,0.002,0.998,-9184.368,9207.696
NCT01632007,cox,int,sex,placebo,16.567,4691.851,0.004,0.997,-9179.461,9212.596
NCT01632007,cox,int,age10,placebo,-0.208,0.499,-0.416,0.678,-1.186,0.771
NCT01632007,cox,int,dpp4:sex,placebo,-15.237,4691.851,-0.003,0.997,-9211.266,9180.792
NCT01632007,cox,int,dpp4:age10,placebo,0.515,0.589,0.874,0.382,-0.64,1.67
NCT01890122,cox,int,dpp4,placebo,-0.444,1.2,-0.37,0.711,-2.796,1.907
NCT01890122,cox,int,biguanide,placebo,-0.441,1.253,-0.352,0.725,-2.896,2.015
NCT01890122,cox,int,sex,placebo,-0.194,0.269,-0.723,0.469,-0.721,0.332
NCT01890122,cox,int,age10,placebo,-0.203,0.129,-1.572,0.116,-0.456,0.05
NCT01890122,cox,int,dpp4:sex,placebo,-0.365,0.437,-0.837,0.403,-1.221,0.491
NCT01890122,cox,int,biguanide:sex,placebo,-0.348,0.471,-0.739,0.46,-1.272,0.576
NCT01890122,cox,int,dpp4:age10,placebo,0.017,0.217,0.079,0.937,-0.407,0.442
NCT01890122,cox,int,biguanide:age10,placebo,-0.04,0.235,-0.169,0.866,-0.499,0.42
NCT01217892,glm,int,(Intercept),placebo,-0.725,2.031,-0.357,0.721,-4.705,3.256
NCT01217892,glm,int,sglt2,placebo,-7.805,2.677,-2.915,0.004,-13.053,-2.558
NCT01217892,glm,int,sex,placebo,-1.081,0.85,-1.272,0.203,-2.747,0.585
NCT01217892,glm,int,age10,placebo,-0.243,0.363,-0.67,0.503,-0.954,0.468
NCT01217892,glm,int,sglt2:sex,placebo,1.779,0.989,1.799,0.072,-0.159,3.717
NCT01217892,glm,int,sglt2:age10,placebo,1.178,0.456,2.582,0.01,0.284,2.072
NCT01606007,glm,int,(Intercept),dpp4,-0.69,1.379,-0.5,0.617,-3.394,2.013
NCT01606007,glm,int,sglt2,dpp4,-0.815,2.052,-0.397,0.691,-4.837,3.206
NCT01606007,glm,int,sex,dpp4,-0.819,0.636,-1.288,0.198,-2.066,0.427
NCT01606007,glm,int,age10,dpp4,-0.298,0.266,-1.12,0.263,-0.82,0.224
NCT01606007,glm,int,sglt2:sex,dpp4,1.066,0.862,1.237,0.216,-0.623,2.756
NCT01606007,glm,int,sglt2:age10,dpp4,0.08,0.396,0.202,0.84,-0.696,0.856
NCT01619059,glm,int,(Intercept),placebo,-8.575,3.281,-2.613,0.009,-15.006,-2.143
NCT01619059,glm,int,dpp4,placebo,8.408,3.753,2.24,0.025,1.051,15.764
NCT01619059,glm,int,sex,placebo,0.291,0.854,0.341,0.733,-1.382,1.965
NCT01619059,glm,int,age10,placebo,0.881,0.509,1.73,0.084,-0.117,1.88
NCT01619059,glm,int,dpp4:sex,placebo,0.023,1.103,0.02,0.984,-2.139,2.184
NCT01619059,glm,int,dpp4:age10,placebo,-1.39,0.612,-2.272,0.023,-2.589,-0.191
NCT02471404,glm,int,(Intercept),sulf,-0.076,1.88,-0.04,0.968,-3.762,3.609
NCT02471404,glm,int,sglt2,sulf,-5.993,2.649,-2.262,0.024,-11.186,-0.8
NCT02471404,glm,int,sex,sulf,0.541,0.678,0.798,0.425,-0.787,1.869
NCT02471404,glm,int,age10,sulf,-0.608,0.338,-1.795,0.073,-1.271,0.056
NCT02471404,glm,int,sglt2:sex,sulf,0.416,0.942,0.442,0.658,-1.429,2.262
NCT02471404,glm,int,sglt2:age10,sulf,1.036,0.448,2.312,0.021,0.158,1.913
NCT02681094,glm,int,(Intercept),dpp4,-1.491,1.722,-0.866,0.387,-4.866,1.885
NCT02681094,glm,int,sglt2,dpp4,-0.799,2.274,-0.351,0.725,-5.257,3.659
NCT02681094,glm,int,sex,dpp4,1.192,0.803,1.484,0.138,-0.382,2.766
NCT02681094,glm,int,age10,dpp4,-0.496,0.299,-1.659,0.097,-1.081,0.09
NCT02681094,glm,int,sglt2:sex,dpp4,-1.508,0.987,-1.529,0.126,-3.442,0.426
NCT02681094,glm,int,sglt2:age10,dpp4,0.38,0.395,0.96,0.337,-0.395,1.155
NCT00601250,glm,int,(Intercept),placebo,-4.634,1.77,-2.617,0.009,-8.104,-1.164
NCT00601250,glm,int,dpp4,placebo,3.72,1.999,1.862,0.063,-0.197,7.638
NCT00601250,glm,int,sex,placebo,0.082,0.568,0.145,0.885,-1.03,1.195
NCT00601250,glm,int,age10,placebo,0.366,0.282,1.297,0.195,-0.187,0.918
NCT00601250,glm,int,dpp4:sex,placebo,-0.52,0.66,-0.787,0.431,-1.814,0.774
NCT00601250,glm,int,dpp4:age10,placebo,-0.617,0.326,-1.891,0.059,-1.256,0.023
NCT00602472,glm,int,(Intercept),placebo,-2.876,1.431,-2.009,0.044,-5.681,-0.071
NCT00602472,glm,int,dpp4,placebo,0.079,1.656,0.048,0.962,-3.166,3.324
NCT00602472,glm,int,sex,placebo,0.179,0.456,0.393,0.694,-0.714,1.072
NCT00602472,glm,int,age10,placebo,0.059,0.239,0.247,0.805,-0.41,0.528
NCT00602472,glm,int,dpp4:sex,placebo,0.033,0.531,0.063,0.95,-1.008,1.075
NCT00602472,glm,int,dpp4:age10,placebo,-0.033,0.276,-0.118,0.906,-0.574,0.509
NCT00621140,glm,int,(Intercept),placebo,-0.504,1.375,-0.367,0.714,-3.2,2.191
NCT00621140,glm,int,dpp4,placebo,-0.092,1.88,-0.049,0.961,-3.777,3.593
NCT00621140,glm,int,sex,placebo,0.536,0.556,0.964,0.335,-0.554,1.626
NCT00621140,glm,int,age10,placebo,-0.398,0.256,-1.557,0.119,-0.899,0.103
NCT00621140,glm,int,dpp4:sex,placebo,-0.449,0.739,-0.608,0.543,-1.899,1
NCT00621140,glm,int,dpp4:age10,placebo,-0.028,0.349,-0.08,0.936,-0.712,0.656
NCT00622284,glm,int,(Intercept),sulf,-1.651,0.577,-2.863,0.004,-2.781,-0.521
NCT00622284,glm,int,dpp4,sulf,0.591,0.802,0.737,0.461,-0.98,2.162
NCT00622284,glm,int,sex,sulf,-0.287,0.176,-1.631,0.103,-0.631,0.058
NCT00622284,glm,int,age10,sulf,0.093,0.094,0.987,0.323,-0.092,0.277
NCT00622284,glm,int,dpp4:sex,sulf,0.501,0.247,2.03,0.042,0.017,0.985
NCT00622284,glm,int,dpp4:age10,sulf,-0.127,0.13,-0.98,0.327,-0.381,0.127
NCT00641043,glm,int,(Intercept),placebo,-5.23,1.734,-3.016,0.003,-8.629,-1.831
NCT00641043,glm,int,dpp4,placebo,2.771,2.425,1.143,0.253,-1.982,7.524
NCT00641043,glm,int,sex,placebo,-0.078,0.528,-0.147,0.883,-1.112,0.956
NCT00641043,glm,int,age10,placebo,0.595,0.274,2.17,0.03,0.058,1.132
NCT00641043,glm,int,dpp4:sex,placebo,0.21,0.788,0.266,0.79,-1.335,1.754
NCT00641043,glm,int,dpp4:age10,placebo,-0.691,0.399,-1.733,0.083,-1.473,0.091
NCT00654381,glm,int,(Intercept),placebo,-0.124,4.683,-0.027,0.979,-9.303,9.054
NCT00654381,glm,int,dpp4,placebo,-3.102,4.95,-0.627,0.531,-12.805,6.601
NCT00654381,glm,int,agluc,placebo,-3.993,5.484,-0.728,0.467,-14.741,6.755
NCT00654381,glm,int,sex,placebo,-1.758,1.265,-1.389,0.165,-4.237,0.722
NCT00654381,glm,int,age10,placebo,-0.354,0.796,-0.445,0.657,-1.915,1.207
NCT00654381,glm,int,dpp4:sex,placebo,2.655,1.418,1.873,0.061,-0.123,5.434
NCT00654381,glm,int,agluc:sex,placebo,0.729,1.524,0.478,0.633,-2.258,3.716
NCT00654381,glm,int,dpp4:age10,placebo,0.333,0.833,0.4,0.689,-1.299,1.965
NCT00654381,glm,int,agluc:age10,placebo,0.623,0.928,0.671,0.502,-1.196,2.441
NCT00740051,glm,int,(Intercept),placebo,-3.803,1.796,-2.117,0.034,-7.323,-0.283
NCT00740051,glm,int,dpp4,placebo,3.656,2.143,1.706,0.088,-0.545,7.856
NCT00740051,glm,int,sex,placebo,0.681,0.554,1.229,0.219,-0.405,1.768
NCT00740051,glm,int,age10,placebo,0.401,0.295,1.358,0.174,-0.178,0.979
NCT00740051,glm,int,dpp4:sex,placebo,1.33,0.716,1.856,0.063,-0.074,2.733
NCT00740051,glm,int,dpp4:age10,placebo,-0.79,0.363,-2.179,0.029,-1.5,-0.079
NCT00798161,glm,int,(Intercept),placebo,-0.641,1.489,-0.43,0.667,-3.56,2.278
NCT00798161,glm,int,biguanide,placebo,-1.258,1.761,-0.714,0.475,-4.71,2.194
NCT00798161,glm,int,dpp4,placebo,-1.89,2,-0.945,0.345,-5.81,2.029
NCT00798161,glm,int,sex,placebo,0.263,0.553,0.476,0.634,-0.821,1.348
NCT00798161,glm,int,age10,placebo,-0.107,0.253,-0.424,0.672,-0.604,0.389
NCT00798161,glm,int,biguanide:sex,placebo,-0.25,0.655,-0.382,0.702,-1.534,1.033
NCT00798161,glm,int,dpp4:sex,placebo,-0.444,0.729,-0.61,0.542,-1.873,0.985
NCT00798161,glm,int,biguanide:age10,placebo,0.107,0.303,0.353,0.724,-0.486,0.7
NCT00798161,glm,int,dpp4:age10,placebo,0.262,0.338,0.775,0.438,-0.4,0.924
NCT00800683,glm,int,(Intercept),placebo,3.896,1.766,2.206,0.027,0.434,7.359
NCT00800683,glm,int,dpp4,placebo,-4.056,2.705,-1.499,0.134,-9.357,1.246
NCT00800683,glm,int,sex,placebo,-0.353,0.625,-0.565,0.572,-1.578,0.871
NCT00800683,glm,int,age10,placebo,-0.747,0.274,-2.723,0.006,-1.284,-0.209
NCT00800683,glm,int,dpp4:sex,placebo,0.763,0.868,0.878,0.38,-0.94,2.465
NCT00800683,glm,int,dpp4:age10,placebo,0.569,0.407,1.398,0.162,-0.229,1.367
NCT00819091,glm,int,(Intercept),placebo,-2.523,2.285,-1.104,0.27,-7.003,1.956
NCT00819091,glm,int,dpp4,placebo,-1.978,3.124,-0.633,0.527,-8.101,4.145
NCT00819091,glm,int,sex,placebo,-0.266,0.801,-0.331,0.74,-1.836,1.305
NCT00819091,glm,int,age10,placebo,0.058,0.389,0.149,0.882,-0.704,0.82
NCT00819091,glm,int,dpp4:sex,placebo,0.352,1.035,0.34,0.734,-1.677,2.381
NCT00819091,glm,int,dpp4:age10,placebo,0.245,0.523,0.468,0.64,-0.781,1.27
NCT00915772,glm,int,(Intercept),biguanide,-2.014,1.054,-1.911,0.056,-4.079,0.051
NCT00915772,glm,int,dpp4,biguanide,0.015,1.406,0.011,0.992,-2.74,2.77
NCT00915772,glm,int,sex,biguanide,-0.219,0.378,-0.581,0.562,-0.959,0.521
NCT00915772,glm,int,age10,biguanide,0.145,0.178,0.818,0.413,-0.203,0.493
NCT00915772,glm,int,dpp4:sex,biguanide,0.07,0.503,0.14,0.889,-0.915,1.056
NCT00915772,glm,int,dpp4:age10,biguanide,-0.018,0.237,-0.076,0.939,-0.482,0.446
NCT00954447,glm,int,(Intercept),placebo,-2.542,0.696,-3.655,0,-3.905,-1.179
NCT00954447,glm,int,dpp4,placebo,1.514,0.988,1.532,0.126,-0.423,3.45
NCT00954447,glm,int,sex,placebo,0.218,0.213,1.021,0.307,-0.2,0.636
NCT00954447,glm,int,age10,placebo,0.143,0.109,1.314,0.189,-0.07,0.357
NCT00954447,glm,int,dpp4:sex,placebo,-0.031,0.318,-0.099,0.921,-0.655,0.593
NCT00954447,glm,int,dpp4:age10,placebo,-0.302,0.16,-1.889,0.059,-0.615,0.011
NCT00996658,glm,int,(Intercept),placebo,-5.106,2.214,-2.307,0.021,-9.445,-0.767
NCT00996658,glm,int,dpp4,placebo,1.084,2.668,0.406,0.685,-4.145,6.312
NCT00996658,glm,int,sex,placebo,1.599,0.81,1.975,0.048,0.012,3.187
NCT00996658,glm,int,age10,placebo,0.396,0.375,1.054,0.292,-0.34,1.131
NCT00996658,glm,int,dpp4:sex,placebo,-1.629,0.953,-1.709,0.087,-3.496,0.239
NCT00996658,glm,int,dpp4:age10,placebo,-0.061,0.456,-0.133,0.894,-0.955,0.834
NCT01084005,glm,int,(Intercept),placebo,-1.158,8.738,-0.132,0.895,-18.283,15.968
NCT01084005,glm,int,dpp4,placebo,6.119,10.445,0.586,0.558,-14.352,26.591
NCT01084005,glm,int,sex,placebo,0.973,1.148,0.848,0.397,-1.276,3.222
NCT01084005,glm,int,age10,placebo,-0.298,1.173,-0.254,0.799,-2.598,2.002
NCT01084005,glm,int,dpp4:sex,placebo,-1.181,1.283,-0.92,0.357,-3.696,1.334
NCT01084005,glm,int,dpp4:age10,placebo,-0.648,1.405,-0.461,0.645,-3.401,2.105
NCT01087502,glm,int,(Intercept),placebo,0.159,1.516,0.105,0.916,-2.813,3.132
NCT01087502,glm,int,dpp4,placebo,1.942,2.357,0.824,0.41,-2.678,6.562
NCT01087502,glm,int,sex,placebo,0.001,0.438,0.003,0.998,-0.858,0.86
NCT01087502,glm,int,age10,placebo,-0.182,0.22,-0.829,0.407,-0.614,0.249
NCT01087502,glm,int,dpp4:sex,placebo,-0.367,0.689,-0.533,0.594,-1.718,0.983
NCT01087502,glm,int,dpp4:age10,placebo,-0.356,0.349,-1.02,0.308,-1.041,0.328
NCT01159600,glm,int,(Intercept),placebo,-3.445,1.019,-3.38,0.001,-5.443,-1.447
NCT01159600,glm,int,sglt2,placebo,1.424,1.292,1.102,0.27,-1.108,3.956
NCT01159600,glm,int,sex,placebo,-0.072,0.316,-0.228,0.82,-0.691,0.547
NCT01159600,glm,int,age10,placebo,0.232,0.171,1.358,0.175,-0.103,0.568
NCT01159600,glm,int,sglt2:sex,placebo,-0.291,0.416,-0.7,0.484,-1.107,0.524
NCT01159600,glm,int,sglt2:age10,placebo,-0.307,0.22,-1.395,0.163,-0.738,0.124
NCT01164501,glm,int,(Intercept),placebo,-1.091,1.215,-0.898,0.369,-3.473,1.291
NCT01164501,glm,int,sglt2,placebo,-2.059,1.672,-1.232,0.218,-5.335,1.217
NCT01164501,glm,int,sex,placebo,0.455,0.352,1.294,0.196,-0.234,1.144
NCT01164501,glm,int,age10,placebo,-0.173,0.189,-0.914,0.361,-0.543,0.197
NCT01164501,glm,int,sglt2:sex,placebo,-0.146,0.473,-0.308,0.758,-1.074,0.782
NCT01164501,glm,int,sglt2:age10,placebo,0.322,0.256,1.258,0.208,-0.18,0.825
NCT01167881,glm,int,(Intercept),sulf,-0.402,0.449,-0.895,0.371,-1.282,0.478
NCT01167881,glm,int,sglt2,sulf,-1.064,0.679,-1.568,0.117,-2.394,0.266
NCT01167881,glm,int,sex,sulf,-0.009,0.168,-0.055,0.956,-0.338,0.32
NCT01167881,glm,int,age10,sulf,-0.13,0.08,-1.628,0.103,-0.287,0.027
NCT01167881,glm,int,sglt2:sex,sulf,0.157,0.248,0.634,0.526,-0.329,0.644
NCT01167881,glm,int,sglt2:age10,sulf,0.132,0.118,1.114,0.265,-0.1,0.364
NCT01177813,glm,int,(Intercept),placebo,-0.071,0.913,-0.078,0.938,-1.86,1.718
NCT01177813,glm,int,sglt2,placebo,-2.659,1.274,-2.087,0.037,-5.156,-0.162
NCT01177813,glm,int,dpp4,placebo,-2.709,1.75,-1.548,0.122,-6.14,0.721
NCT01177813,glm,int,sex,placebo,-0.006,0.353,-0.017,0.986,-0.698,0.686
NCT01177813,glm,int,age10,placebo,-0.273,0.163,-1.674,0.094,-0.592,0.047
NCT01177813,glm,int,sglt2:sex,placebo,0.219,0.508,0.43,0.667,-0.777,1.214
NCT01177813,glm,int,dpp4:sex,placebo,0.366,0.655,0.559,0.577,-0.918,1.65
NCT01177813,glm,int,sglt2:age10,placebo,0.311,0.22,1.414,0.157,-0.12,0.743
NCT01177813,glm,int,dpp4:age10,placebo,0.281,0.303,0.926,0.354,-0.314,0.876
NCT01194830,glm,int,(Intercept),placebo,-0.641,1.168,-0.549,0.583,-2.93,1.648
NCT01194830,glm,int,dpp4,placebo,-0.303,1.772,-0.171,0.864,-3.777,3.17
NCT01194830,glm,int,sex,placebo,-0.244,0.422,-0.577,0.564,-1.071,0.583
NCT01194830,glm,int,age10,placebo,-0.044,0.21,-0.211,0.833,-0.455,0.367
NCT01194830,glm,int,dpp4:sex,placebo,0.684,0.653,1.047,0.295,-0.596,1.963
NCT01194830,glm,int,dpp4:age10,placebo,-0.066,0.32,-0.207,0.836,-0.694,0.561
NCT01210001,glm,int,(Intercept),placebo,-2.678,1.358,-1.972,0.049,-5.34,-0.016
NCT01210001,glm,int,sglt2,placebo,-1.015,1.905,-0.533,0.594,-4.749,2.72
NCT01210001,glm,int,sex,placebo,0.243,0.502,0.485,0.628,-0.741,1.227
NCT01210001,glm,int,age10,placebo,0.084,0.241,0.35,0.726,-0.387,0.556
NCT01210001,glm,int,sglt2:sex,placebo,0.219,0.669,0.327,0.744,-1.093,1.53
NCT01210001,glm,int,sglt2:age10,placebo,0.068,0.334,0.203,0.839,-0.587,0.722
NCT01214239,glm,int,(Intercept),placebo,0.547,1.751,0.312,0.755,-2.885,3.979
NCT01214239,glm,int,dpp4,placebo,-4.724,2.338,-2.021,0.043,-9.307,-0.142
NCT01214239,glm,int,sex,placebo,-0.87,0.632,-1.377,0.169,-2.108,0.368
NCT01214239,glm,int,age10,placebo,-0.392,0.325,-1.206,0.228,-1.029,0.245
NCT01214239,glm,int,dpp4:sex,placebo,1.362,0.824,1.653,0.098,-0.253,2.977
NCT01214239,glm,int,dpp4:age10,placebo,0.672,0.413,1.629,0.103,-0.137,1.481
NCT01215097,glm,int,(Intercept),placebo,-1.786,1.448,-1.233,0.217,-4.625,1.053
NCT01215097,glm,int,dpp4,placebo,2.032,2.442,0.832,0.405,-2.755,6.819
NCT01215097,glm,int,sex,placebo,-0.011,0.556,-0.02,0.984,-1.101,1.078
NCT01215097,glm,int,age10,placebo,-0.151,0.257,-0.589,0.556,-0.654,0.352
NCT01215097,glm,int,dpp4:sex,placebo,-0.017,0.833,-0.02,0.984,-1.649,1.615
NCT01215097,glm,int,dpp4:age10,placebo,-0.251,0.435,-0.577,0.564,-1.104,0.602
NCT01306214,glm,int,(Intercept),placebo,-1.082,1.071,-1.01,0.312,-3.182,1.017
NCT01306214,glm,int,sglt2,placebo,-1.078,1.424,-0.757,0.449,-3.869,1.713
NCT01306214,glm,int,sex,placebo,-0.383,0.418,-0.916,0.36,-1.203,0.437
NCT01306214,glm,int,age10,placebo,-0.073,0.193,-0.377,0.706,-0.45,0.305
NCT01306214,glm,int,sglt2:sex,placebo,0.839,0.51,1.646,0.1,-0.16,1.837
NCT01306214,glm,int,sglt2:age10,placebo,0.108,0.25,0.432,0.666,-0.382,0.598
NCT01370005,glm,int,(Intercept),placebo,0.087,1.628,0.053,0.958,-3.103,3.277
NCT01370005,glm,int,sglt2,placebo,-2.001,2.157,-0.928,0.354,-6.229,2.227
NCT01370005,glm,int,sex,placebo,-0.625,0.537,-1.164,0.244,-1.678,0.427
NCT01370005,glm,int,age10,placebo,-0.44,0.281,-1.568,0.117,-0.99,0.11
NCT01370005,glm,int,sglt2:sex,placebo,0.627,0.696,0.9,0.368,-0.738,1.991
NCT01370005,glm,int,sglt2:age10,placebo,0.226,0.366,0.617,0.537,-0.492,0.944
NCT01422876,glm,int,(Intercept),dpp4,-0.399,0.87,-0.458,0.647,-2.104,1.306
NCT01422876,glm,int,sglt2,dpp4,-1.825,1.113,-1.64,0.101,-4.005,0.356
NCT01422876,glm,int,sex,dpp4,0.147,0.355,0.413,0.68,-0.549,0.843
NCT01422876,glm,int,age10,dpp4,-0.274,0.16,-1.711,0.087,-0.588,0.04
NCT01422876,glm,int,sglt2:sex,dpp4,0.105,0.43,0.245,0.806,-0.736,0.947
NCT01422876,glm,int,sglt2:age10,dpp4,0.339,0.199,1.699,0.089,-0.052,0.729
NCT01438814,glm,int,(Intercept),biguanide,-1.631,1.294,-1.26,0.208,-4.167,0.905
NCT01438814,glm,int,dpp4,biguanide,-2.314,1.946,-1.189,0.234,-6.128,1.5
NCT01438814,glm,int,sex,biguanide,0.2,0.547,0.365,0.715,-0.873,1.273
NCT01438814,glm,int,age10,biguanide,-0.318,0.251,-1.265,0.206,-0.81,0.175
NCT01438814,glm,int,dpp4:sex,biguanide,0.448,0.789,0.567,0.571,-1.099,1.995
NCT01438814,glm,int,dpp4:age10,biguanide,0.396,0.359,1.104,0.27,-0.307,1.1
NCT01708902,glm,int,(Intercept),biguanide,-2.632,1.171,-2.248,0.025,-4.926,-0.338
NCT01708902,glm,int,dpp4,biguanide,1.962,1.726,1.137,0.256,-1.421,5.344
NCT01708902,glm,int,sex,biguanide,-0.13,0.428,-0.303,0.762,-0.97,0.71
NCT01708902,glm,int,age10,biguanide,0.068,0.212,0.322,0.748,-0.347,0.483
NCT01708902,glm,int,dpp4:sex,biguanide,-0.117,0.674,-0.174,0.862,-1.438,1.204
NCT01708902,glm,int,dpp4:age10,biguanide,-0.318,0.324,-0.981,0.327,-0.953,0.317
NCT01719003,glm,int,(Intercept),biguanide,-1.696,0.832,-2.039,0.041,-3.326,-0.066
NCT01719003,glm,int,sglt2,biguanide,-0.029,1.282,-0.023,0.982,-2.541,2.482
NCT01719003,glm,int,sex,biguanide,-0.139,0.34,-0.41,0.682,-0.805,0.526
NCT01719003,glm,int,age10,biguanide,-0.048,0.157,-0.304,0.761,-0.355,0.26
NCT01719003,glm,int,sglt2:sex,biguanide,-0.342,0.525,-0.653,0.514,-1.371,0.686
NCT01719003,glm,int,sglt2:age10,biguanide,-0.036,0.24,-0.152,0.88,-0.508,0.435
NCT01734785,glm,int,(Intercept),placebo,-5.112,3.046,-1.678,0.093,-11.082,0.858
